program_name,account_id,account_name,region,incorporated_country,Access,GRI,secondary_expansion,ticker,Symbol_1,Year,Market_Cap,Employee_Count,ebitda,Revenue,grossProfit,netIncome,reportedCurrency,cashAndCashEquivalents,shortTermInvestments,longTermInvestments,totalAssets,totalLiabilities,totalInvestments,totalDebt,totalEquity
Climate Change,248,AECI Ltd Ord,Africa,South Africa,Public,Chemicals,South Africa,AFE SJ,AFE.JO,2013,13963990750,,2016000000,15942000000,5321000000,949000000,ZAR,1219000000,0,0,14393000000,7516000000,568000000,2981000000,6825000000
Supply Chain,251,AECOM Limited (UK),United Kingdom,United Kingdom,Public,Construction & Engineering,,,unknown,2013,,,,,,,,,,,,,,,
Climate Change,252,Aegon,Benelux,Netherlands,Public,"Banks, Diverse Financials, Insurance","FTSE All-World,Euro,Benelux,Netherlands",AGN NA,AGN.AS,2013,18309340000,,2686000000,45021000000,42074000000,846000000,EUR,5691000000,96485000000,162169000000,353621000000,328630000000,312863000000,12199000000,24991000000
Climate Change,257,Dentsu Aegis Network,United Kingdom,United Kingdom,Public,Media,"FTSE 600,FTSE 725,FTSE 350",AGS LN,AGS.L,2013,,,,,,,EUR,,,,,,,,
Climate Change,258,"Aeon Co., Ltd.",Japan,Japan,Public,Food & Staples Retailing,"FTSE All-World,Japan",8267 JP,8267.T,2013,1193041350000,,384237000000,6395141000000,2268512000000,45600000000,JPY,653984000000,169628000000,30641000000,6815241000000,5130675000000,200269000000,1633800000000,1121764000000
Climate Change,276,A.P. Moller - Maersk,Nordics,Denmark,Public,Water Transportation - Water Transportation,"FTSE All-World,Carbon Action,Nordic,Euro,Transport,Denmark",MAERSKA DC,MAERSKA.CO,2013,,,,,,,JPY,,,,,,,,
Climate Change,282,ABB,DACH,Switzerland,Public,Electrical Equipment and Machinery,"FTSE All-World,Global 500,DACH,Nordic,Euro,Bonds,Switzerland,Sweden",ABBN VX,ABBN.SW,2013,54004000000,,5774000000,41848000000,11992000000,2787000000,USD,6021000000,464000000,197000000,48064000000,28856000000,733000000,8023000000,19208000000
Climate Change,285,3M Company,USA,USA,Public,"Consumer Durables, Household and Personal Products","FTSE All-World,Global 500,Carbon Action,S&P 500,Russell 1000,Bonds",MMM US,MMM,2013,77567490000,88667,8037000000,30871000000,14765000000,4659000000,USD,2581000000,756000000,1575000000,33550000000,15602000000,2331000000,6009000000,18394000000
Climate Change,291,Abercrombie & Fitch Co.,USA,USA,Public,Retailing,"S&P 500,Russell 1000",ANF US,ANF,2013,2516528969,26000,337253000,4116897000,2575435000,54628000,USD,600116000,0,-128574000,2854551000,1125058000,-128574000,195726000,1729493000
Climate Change,304,The AES Corporation,USA,USA,Public,"Electric Utilities & Independent Power Producers & Energy Traders (including fossil, alternative and nuclear energy)","Carbon Action,S&P 500,Electric Utilities,Russell 1000",AES US,AES,2013,10505240000,22000,4439000000,17146000000,3088000000,769000000,USD,1539000000,709000000,537000000,38966000000,31641000000,1246000000,20858000000,7325000000
Climate Change,313,ACEA SpA,Southern Europe,Italy,Public,"Electric Utilities & Independent Power Producers & Energy Traders (including fossil, alternative and nuclear energy)","Electric Utilities,Italy",ACE IM,ACE.MI,2013,1750018721,,641623000,3494082000,969039000,141940000,EUR,589471000,117268000,-67794000,7087351000,5681912000,49474000,2973869000,1322633000
Climate Change,333,"Adobe Systems, Inc.",USA,USA,Public,Software & Services,"FTSE All-World,Global 500,S&P 500,Russell 1000",ADBE US,ADBE,2013,29756749292,11847,744876000,4055240000,3468683000,289985000,USD,834556000,2339196000,207239000,10380298000,3655664000,2546435000,1513973000,6724634000
Climate Change,334,"Advanced Micro Devices, Inc",USA,USA,Public,Semiconductors & Semiconductors Equipment,"S&P 500,Russell 1000",AMD US,AMD,2013,2579999997,10671,321000000,5299000000,1978000000,-83000000,USD,869000000,228000000,90000000,4337000000,3793000000,318000000,2058000000,544000000
Climate Change,345,Agrium Inc.,Canada,Canada,Public,Chemicals,"Carbon Action,Canada",AGU CN,AGU.TO,2013,,,,,,,USD,,,,,,,,
Climate Change,348,AES Tiete SA,South America,Brazil,Public,"Electric Utilities & Independent Power Producers & Energy Traders (including fossil, alternative and nuclear energy)","Emerging Markets,Electric Utilities,Brazil",GETI4 BS,GETI4.SA,2013,,,,,,,USD,,,,,,,,
Climate Change,350,Agnico-Eagle Mines Limited,Canada,Canada,Public,Mining - Other (Precious Metals and Gems),Canada,AEM CN,AEM.TO,2013,4866456480,,546123000,1638406000,417401000,-406526000,USD,170041000,74581000,0,4959359000,1982210000,74581000,1012035000,2977149000
Climate Change,351,AGL Energy,Australia & NZ,Australia,Public,"Electric Utilities & Independent Power Producers & Energy Traders (including fossil, alternative and nuclear energy)","FTSE All-World,Carbon Action,Electric Utilities,Australia,Australasia,ASX 200,ASX 100",AGL AU,AGL.AX,2013,8343380952,,1090600000,9714800000,2263500000,388700000,AUD,281000000,18300000,33400000,13365800000,6026800000,51700000,3109000000,7339000000
Climate Change,356,Aetna Inc.,USA,USA,Public,"Healthcare Providers & Services, and Healthcare Technology","FTSE All-World,S&P 500,Russell 1000",AET US,AET,2013,,,3274200000,47294600000,12048200000,1913600000,USD,1412300000,1978900000,19731900000,49871800000,35793600000,22998800000,8252600000,14078200000
Supply Chain,358,AFB International,USA,USA,Public,Food & Beverage Processing,,NOT FOUND*,NOT,2013,,,,,,,TWD,,,,,,,,
Climate Change,362,AFLAC Incorporated,USA,USA,Public,"Banks, Diverse Financials, Insurance","FTSE All-World,Russell 1000,Global 500,S&P 500",AFL US,AFL,2013,30376030800,4524,5109000000,23939000000,23939000000,3158000000,USD,2543000000,61038000000,105453000000,121307000000,106687000000,108459000000,4897000000,14620000000
Climate Change,369,African Bank Investments Limited,Africa,South Africa,Public,"Banks, Diverse Financials, Insurance","Emerging Markets,South Africa",AXL SJ,AXL.JO,2013,,,,,,,USD,,,,,,,,
Climate Change,372,African Rainbow Minerals,Africa,South Africa,Public,"Mining - Iron, Aluminum, Other Metals","Emerging Markets,South Africa",ARI SJ,ARI.JO,2013,40702473000,,4965000000,10004000000,2473000000,3289000000,ZAR,2150000000,1000000,17692000000,36458000000,8259000000,17693000000,3502000000,26688000000
Climate Change,383,Aggreko,United Kingdom,United Kingdom,Public,Trading Companies & Distributors and Commercial Services & Supplies,"FTSE 600,Carbon Action,FTSE 725,FTSE 350,Euro,FTSE 100",AGK LN,AGK.L,2013,,,630000,1573000,930000,246000,GBP,38000,15000000,-23000000,1975000,835000,15000000,409000,1140000
Climate Change,391,Agilent Technologies Inc.,USA,USA,Public,"Pharmaceuticals, Biotechnology & Life Sciences","S&P 500,Russell 1000",A US,A,2013,13619700000,20600,1338000000,6782000000,3535000000,724000000,USD,2675000000,0,139000000,10686000000,5397000000,139000000,2699000000,5289000000
Climate Change,394,Ajinomoto Co.Inc.,Japan,Japan,Public,Food & Beverage Processing,"FTSE All-World,Japan",2802 JP,2802.T,2013,901492776000,,118909000000,991332000000,355738000000,42795000000,JPY,132416000000,293000000,107328000000,1091650000000,432165000000,107621000000,141079000000,598923000000
Climate Change,403,AIXTRON SE,DACH,Germany,Public,Semiconductors & Semiconductors Equipment,"DACH,Germany,DEU & AUT",AIXA GR,AIXA.DE,2013,1133715656,,-79945000,182863000,-7388000,-101016000,EUR,167454000,138853000,177000,563193000,97790000,138853000,0,465403000
Climate Change,406,Ahlstrom Corporation,Nordics,Finland,Public,"Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber","Nordic,Finland",AHL1V FH,AHL1V.HE,2013,,,,,,,EUR,,,,,,,,
Climate Change,427,Air Canada,Canada,Canada,Public,Air Transportation - Airlines,"Self selected companies climate change,Other responding corporations",AC CN,AC.TO,2013,2074800000,,1014000000,12382000000,3801000000,6000000,CAD,750000000,1458000000,0,9470000000,10867000000,1458000000,4333000000,-1397000000
Climate Change,429,Air France - KLM,France,France,Public,Air Transportation - Airlines,"France,Benelux,Netherlands",AF FP,AF.PA,2013,11243755101,,1757000000,25530000000,7072000000,-1827000000,EUR,3684000000,118000000,1272000000,25423000000,23133000000,1455000000,10899000000,2242000000
Climate Change,432,Air Liquide,France,France,Public,Chemicals,"FTSE All-World,Global 500,Carbon Action,France,Euro",AI FP,AI.PA,2013,31338711550,,3739500000,15414500000,9429400000,1640300000,EUR,940100000,8700000,291300000,25094600000,14206500000,300000000,6962600000,10888100000
Climate Change,434,Air New Zealand,Australia & NZ,New Zealand,Public,Air Transportation - Airlines,"Australasia,New Zealand,NZX 50",AIR NZ,AIR.NZ,2013,1788954768,,758000000,4618000000,3414000000,182000000,NZD,1150000000,98000000,307000000,5612000000,3796000000,405000000,1629000000,1816000000
Climate Change,435,"Air Products & Chemicals, Inc.",USA,USA,Public,Chemicals,"FTSE All-World,Global 500,Carbon Action,S&P 500,Russell 1000",APD US,APD,2013,21949416000,21600,2630800000,10180400000,2708300000,994200000,USD,450400000,0,1195500000,17850100000,10651200000,1195500000,6273600000,7198900000
Climate Change,445,Alcatel - Lucent,France,France,Public,Technology Hardware & Equipment,France,ALU FP,ALU.PA,2013,,,,,,,USD,,,,,,,,
Climate Change,449,AKBANK T.A.S.,Middle East,Turkey,Public,"Banks, Diverse Financials, Insurance","Emerging Markets,Global 500,Turkey",AKBNK TI,AKBNK.IS,2013,26823865000,,9745275000,9483312000,9483312000,3077177000,TRY,24062218000,0,47844145000,195482263000,28957596000,47844145000,28957596000,22134979000
Climate Change,454,Akamai Technologies Inc,USA,USA,Public,Software & Services,"S&P 500,Russell 1000",AKAM US,AKAM,2013,8431301852,1819,602085000,1577922000,1066835000,293487000,USD,333891000,340005000,573026000,2957685000,328254000,913031000,0,2629431000
Climate Change,457,Aker ASA,Nordics,Norway,Public,"Banks, Diverse Financials, Insurance","Nordic,Norway",AKER NO,AKER.OL,2013,16068467448,,1420000000,7988000000,3179000000,791000000,NOK,5834000000,6000000,9966000000,46257000000,25680000000,9972000000,19647000000,20577000000
Climate Change,462,AkzoNobel,Benelux,Netherlands,Public,Chemicals,"FTSE All-World,Carbon Action,Euro,Benelux,Netherlands",AKZA NA,AKZA.AS,2013,13668985171,,1777000000,14590000000,5639000000,724000000,EUR,2098000000,709000000,183000000,16063000000,10042000000,892000000,3627000000,6021000000
Climate Change,511,Alcoa Corp.,USA,USA,Public,"Mining - Iron, Aluminum, Other Metals","Carbon Action,S&P 500,Russell 1000",AA US,AA,2013,4344447000,,964000000,12573000000,1533000000,-2909000000,USD,,,,,,,,
Climate Change,524,Algonquin Power & Utilities Corporation,Canada,Canada,Public,"Electric Utilities & Independent Power Producers & Energy Traders (including fossil, alternative and nuclear energy)",Electric Utilities,AQN CN,AQN.TO,2013,1517750490,,197400377,634213022,386919240,19061393,USD,12997173,562897,30754059,3261321224,1884534688,30754059,1179210533,1377874503
Climate Change,533,Allergan plc,USA,USA,Public,"Pharmaceuticals, Biotechnology & Life Sciences","FTSE All-World,Global 500,S&P 500,Russell 1000",AGN UN,AGN,2013,,,647200000,8678000000,3987000000,-750000000,USD,329000000,3000000,13000000,22726000000,13194000000,16000000,9052000000,9532000000
Supply Chain,556,"Allens, Inc.",USA,USA,Public,Food & Beverage Processing,,,unknown,2013,,,,,,,,,,,,,,,
Climate Change,557,Rumo,South America,Brazil,Public,Ground Transportation - Railroads Transportation,"Transport,Brazil",RUMO3 BZ,RUMO3.SA,2013,,,,,,,USD,,,,,,,,
Climate Change,569,Alma Media Corporation,Nordics,Finland,Public,Media,"Finland,Nordic",ALN1V FH,ALN1V.HE,2013,,,,,,,USD,,,,,,,,
Supply Chain,578,Alliance One International Inc.,USA,USA,Public,Tobacco,,AOI US,AOI,2013,,,,,,,USD,,,,,,,,
Climate Change,579,Alliance Trust,United Kingdom,United Kingdom,Public,"Banks, Diverse Financials, Insurance","FTSE 600,FTSE 725,FTSE 350",ATST LN,ATST.L,2013,2519691658,,469498000,509035000,491511000,455571000,GBP,473055000,0,3317105000,3852743000,971357000,3317105000,380110000,2881386000
Climate Change,582,Allstate Insurance Company,USA,USA,Public,"Banks, Diverse Financials, Insurance","FTSE All-World,Global 500,S&P 500,Russell 1000,Bonds",ALL US,ALL,2013,24346656000,38800,4131000000,34507000000,34507000000,2280000000,USD,675000000,2393000000,73367000000,123520000000,102040000000,81155000000,6201000000,21480000000
Climate Change,586,Alliant Energy Corporation,USA,USA,Public,"Electric Utilities & Independent Power Producers & Energy Traders (including fossil, alternative and nuclear energy)","Electric Utilities,Russell 1000",LNT US,LNT,2013,5717280000,2300,948900000,3276800000,1004400000,376200000,USD,9800000,0,329600000,11112400000,7829200000,329600000,3615700000,3283200000
Climate Change,593,Allianz SE,DACH,Germany,Public,"Banks, Diverse Financials, Insurance","FTSE All-World,Global 500,Germany,DEU & AUT,DACH,Euro",ALV GR,ALV.DE,2013,59076825261,,11726000000,99653000000,99653000000,5996000000,EUR,11207000000,392023000000,406658000000,711530000000,658681000000,798681000000,42693000000,50084000000
Climate Change,597,Allied Electronics Corporation Ltd (Altron),Africa,South Africa,Public,Telecommunication Services,South Africa,AEL SJ,AEL.JO,2013,,,1878000000,27772000000,1788000000,615000000,ZAR,1411000000,-989000000,1413000000,16116000000,11602000000,424000000,4709000000,4310000000
Climate Change,600,Allied Irish Banks plc,Ireland,Ireland,Public,"Banks, Diverse Financials, Insurance",Ireland,ALBK ID,ALBK.L,2013,,,,,,,ZAR,,,,,,,,
Climate Change,609,Alumina,Australia & NZ,Australia,Public,"Mining - Iron, Aluminum, Other Metals","Australia,Australasia,ASX 200,ASX 100",AWC AU,AWC.AX,2013,3130203155,,16101360,335445,335445,559075,USD,26835600,0,3129590035,3314196600,190756390,3129590035,185165640,3123440210
Climate Change,622,Alstom,France,France,Public,Electrical Equipment and Machinery,"FTSE All-World,Carbon Action,France,Euro",ALO FP,ALO.PA,2013,8262174359,,1902000000,20269000000,4056000000,556000000,EUR,2320000000,18000000,602000000,30428000000,25319000000,620000000,5721000000,5109000000
Climate Change,625,alstria office REIT-AG,DACH,Germany,Public,Real Estate,"DACH,Germany,DEU & AUT",AOX GR,AOX.DE,2013,722236950,,85855000,120778000,93249000,38945000,EUR,82530000,644000,20357000,1785679000,941565000,21001000,896372000,844114000
Climate Change,628,"Altria Group, Inc.",USA,USA,Public,Tobacco,"FTSE All-World,Global 500,S&P 500,Russell 1000,Bonds",MO US,MO,2013,76242658394,9000,9106000000,17663000000,10457000000,4535000000,USD,3175000000,0,8452000000,34859000000,30741000000,8452000000,14517000000,4117000000
Supply Chain,631,ALPLA,DACH,Austria,Public,Containers & Packaging,,1154Z AV,1154Z,2013,,,,,,,USD,,,,,,,,
Climate Change,635,Programmable Solutions Group (PSG),USA,USA,Public,Semiconductors & Semiconductors Equipment,"S&P 500,Russell 1000",ALTR US,ALTR,2013,,,,,,,USD,,,,,,,,
Climate Change,641,Amer Sports,Nordics,Finland,Public,"Consumer Durables, Household and Personal Products","Nordic,Finland",AMEAS FH,AMEAS.HE,2013,,,,,,,USD,,,,,,,,
Supply Chain,642,"Aluprint Plegadizos, S. de R.L. de C.V.",Central America & Caribbean,Mexico,Public,Containers & Packaging,,,unknown,2013,,,,,,,,,,,,,,,
Climate Change,660,American Airlines Group Inc,USA,USA,Public,Air Transportation - Airlines,"Self selected companies climate change,Other responding corporations",AAL US,AAL,2013,18280267750,0,-304000000,26743000000,6085000000,-1834000000,USD,1140000000,8111000000,0,42278000000,45009000000,8111000000,16799000000,-2731000000
Climate Change,661,Ameren Corporation,USA,USA,Public,"Electric Utilities & Independent Power Producers & Energy Traders (including fossil, alternative and nuclear energy)","S&P 500,Electric Utilities,Russell 1000",AEE US,AEE,2013,8772416000,0,1964000000,5838000000,2348000000,289000000,USD,30000000,0,494000000,21042000000,14356000000,494000000,6406000000,6686000000
Climate Change,667,Ambev - Cia de Bebidas das Américas,South America,Brazil,Public,Food & Beverage Processing,"Emerging Markets,Global 500,Latin America,Brazil",ABEV3 BZ,ABEV3.SA,2013,271289064284,,17244500000,34791400000,23393600000,9535000000,BRL,11285800000,288600000,90300000,68674000000,24676600000,378900000,2894100000,43997400000
Climate Change,668,Ambuja Cements,India,India,Public,Construction Materials,"Emerging Markets,India,Asia ex-Japan",ACEM IN,ACEM.BO,2013,,,,,,,BRL,,,,,,,,
Supply Chain,670,Applied Micro Circuits Corporation,USA,USA,Public,Semiconductors & Semiconductors Equipment,,AMCC US,AMCC,2013,,,-120484000,195642000,112594000,-134115000,USD,19065000,66411000,3000000,211380000,129876000,69411000,16888000,81504000
Climate Change,674,Amcor,Australia & NZ,Australia,Public,Containers & Packaging,"ASX 100,Australasia,ASX 200,FTSE All-World,Australia",AMC AU,AMC.AX,2013,12729709357,,849630853.189994,11339332159.120983,2003522637.0497456,548107723.336102,USD,360385847.394983,0,461228177.445997,11335590498.005968,7958148151.528149,461228177.445997,3981127426.375973,3292114221.050038
Climate Change,678,Amec Foster Wheeler,United Kingdom,United Kingdom,Public,Oil & Gas,"FTSE 600,FTSE 725,FTSE 350,FTSE 100",AMFW LN,AMFW.L,2013,,,,,,,USD,,,,,,,,
Climate Change,689,"American Electric Power Company, Inc.",USA,USA,Public,"Electric Utilities & Independent Power Producers & Energy Traders (including fossil, alternative and nuclear energy)","FTSE All-World,Global 500,Carbon Action,S&P 500,Electric Utilities,Russell 1000,Bonds",AEP US,AEP,2013,22802907739,18521,5013000000,15357000000,8619000000,1480000000,USD,118000000,353000000,4305000000,56414000000,40328000000,4658000000,19134000000,16086000000
Climate Change,692,American Express,USA,USA,Public,"Banks, Diverse Financials, Insurance","FTSE All-World,Global 500,S&P 500,Russell 1000,Bonds",AXP US,AXP,2013,96173800000,62800,10866000000,32974000000,32974000000,5359000000,USD,19000000000,0,5000000000,153000000000,134000000000,5000000000,60000000000,19000000000
Climate Change,707,"Ameriprise Financial, Inc.",USA,USA,Public,"Banks, Diverse Financials, Insurance","S&P 500,Russell 1000",AMP US,AMP,2013,22492275000,12039,2377000000,11199000000,6113000000,1334000000,USD,3051000000,30310000000,30310000000,144576000000,135344000000,40737000000,8956000000,9232000000
Climate Change,713,AMG Advanced Metallurgical Group NV,Benelux,Netherlands,Public,"Mining - Iron, Aluminum, Other Metals","Benelux,Netherlands",AMG NA,AMG.AS,2013,212309422,,63088000,1158444000,177702000,-41538000,USD,103067000,-8238000,12993000,832216000,697626000,4755000,263580000,134590000
Climate Change,716,"Amgen, Inc.",USA,USA,Public,"Pharmaceuticals, Biotechnology & Life Sciences","FTSE All-World,Global 500,S&P 500,Russell 1000,Bonds",AMGN US,AMGN,2013,86358560000,0,6287000000,18676000000,15330000000,5081000000,USD,3805000000,15596000000,3413000000,66125000000,44029000000,19008000000,32128000000,22096000000
Climate Change,720,Amlin,United Kingdom,United Kingdom,Public,"Banks, Diverse Financials, Insurance","FTSE 600,FTSE 725,FTSE 350",AML LN,AML.L,2013,,,,,,,USD,,,,,,,,
Climate Change,722,AmorePacific Corporation,Korea,South Korea,Public,"Consumer Durables, Household and Personal Products","Emerging Markets,Korea,FTSE All-World",090430 KS,090430.KS,2013,6899497200000,,502996579220,3100413235740,2188606711040,267975302470,KRW,294011508290,140193106320,-90393979890,3401848939920,833717406620,49799126430,159635045870,2554406071000
Climate Change,724,AMP,Australia & NZ,Australia,Public,"Banks, Diverse Financials, Insurance","FTSE All-World,ASX 100,New Zealand,NZX 50,Australia,Australasia,ASX 200",AMP AU,AMP.AX,2013,12936842222,,-822000000,20113000000,20113000000,672000000,AUD,2938000000,86094000000,35687000000,133224000000,125024000000,121781000000,9380000000,8200000000
Climate Change,727,Precinct Properties New Zealand,Australia & NZ,New Zealand,Public,Real Estate,"Australasia,New Zealand,NZX 50",PCT NZ,PCT.NZ,2013,994741738,,150900000,147700000,136800000,157500000,NZD,3000000,0,0,1658500000,674700000,0,603000000,983800000
Supply Chain,733,AMT SYBEX,United Kingdom,United Kingdom,Public,Professional Services,,,unknown,2013,,,,,,,,,,,,,,,
Supply Chain,737,Interplex,South East Asia,Singapore,Public,"Consumer Durables, Household and Personal Products",,,unknown,2013,,,,,,,,,,,,,,,
Climate Change,745,Anadarko Petroleum Corporation,USA,USA,Public,Oil & Gas,"FTSE All-World,Global 500,Carbon Action,S&P 500,Bonds,Russell 1000",APC US,APC,2013,,,6579000000,14581000000,14581000000,801000000,USD,3698000000,0,0,55781000000,33924000000,0,13565000000,21857000000
Climate Change,772,Anglo American,United Kingdom,United Kingdom,Public,"Mining - Iron, Aluminum, Other Metals","FTSE 600,FTSE All-World,Global 500,Carbon Action,Euro,South Africa,FTSE 100,FTSE 725,FTSE 350",AAL LN,AAL.L,2013,16909200000,,8000000000,29342000000,10217000000,-961000000,USD,7704000000,19000000,6660000000,71165000000,33801000000,6679000000,17848000000,37364000000
Climate Change,777,Anglo American Platinum,Africa,South Africa,Public,Mining - Other (Precious Metals and Gems),"Emerging Markets,Carbon Action,South Africa",AMS SJ,AMS.JO,2013,102767207867,,9925000000,52404000000,6196000000,-1370000000,ZAR,1077000000,2765000000,8205000000,89027000000,39019000000,10970000000,12618000000,50008000000
Climate Change,779,AngloGold Ashanti,Africa,South Africa,Public,Mining - Other (Precious Metals and Gems),"Emerging Markets,Carbon Action,South Africa",ANG SJ,ANG.JO,2013,49782895622,,1898000000,5497000000,1445000000,-2230000000,USD,648000000,1000000,1458000000,9674000000,6567000000,1459000000,3911000000,3107000000
Climate Change,802,APA Group,Australia & NZ,Australia,Public,Gas Utilities,"Australia,Australasia,ASX 200,ASX 100",APA AU,APA.AX,2013,4953388440,,631230000,1272267000,1169180000,298767000,AUD,80955000,285000,755777000,7698928000,5184999000,756062000,4314152000,2513929000
Climate Change,804,Apache Corporation,USA,USA,Public,Oil & Gas,"FTSE All-World,Global 500,Carbon Action,S&P 500,Russell 1000,Bonds",APA US,APA,2013,34290060000,,4822000000,16402000000,6349000000,2232000000,USD,1906000000,0,0,61637000000,26244000000,0,9725000000,35393000000
